Country,Region,AltitudeAvg,Year,Owner,Species,Variety,ProcessingMethod,NumberOfBags,BagWeight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Sweetness,Moisture,TotalScore,Color,QualityCategory
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,252,70,7.92,7.83,7.75,7.83,7.75,8,10,10,0.12,84.92,Green,MODERATE
Costa Rica,tarrazu,1150,2015,rodrigo soto,Arabica,Catuai,Washed / Wet,15,69,8.08,7.75,7.67,7.83,7.5,7.92,10,10,0.1,84.67,Blue-Green,MODERATE
Guatemala,acatenango,1600,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,120,34,7.75,7.83,7.58,8,7.92,7.75,10,10,0.1,84.67,Green,MODERATE
China,yunnan,1680,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.75,7.92,7.67,7.83,7.75,7.67,10,10,0.1,84.5,Green,MODERATE
Colombia,huila,442,2015,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70,7.75,7.67,8,7.67,8.08,7.83,10,10,0.11,84.33,Green,MODERATE
Guatemala,huehuetenango,1099,2015,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.75,7.92,7.5,8.08,7.58,7.67,10,10,0.1,84.25,Green,MODERATE
China,yunnan,1400,2015,yunnan coffee exchange,Arabica,Catimor,Natural / Dry,3,60,7.83,7.83,7.58,7.75,7.75,7.75,10,10,0.1,84.25,Green,MODERATE
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.67,7.67,7.75,7.75,7.67,7.92,10,10,0.11,84.25,Green,MODERATE
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,248,70,7.83,7.67,7.75,7.58,7.92,7.75,10,10,0.12,84.25,Green,MODERATE
Colombia,huila,442,2015,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70,7.42,7.67,7.83,7.75,7.92,7.83,10,10,0.12,84.25,Green,MODERATE
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,8,7.5,7.5,7.67,8,7.83,10,10,0,84.17,Bluish-Green,MODERATE
Nicaragua,jinotega,1000,2015,cooperativa el gorrion r.l,Arabica,Caturra,Natural / Dry,275,2,7.67,7.83,7.83,7.5,7.67,7.83,10,10,0.12,84.17,Bluish-Green,MODERATE
Guatemala,huehuetenango,1706,2015,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.67,7.83,7.58,7.92,7.75,7.67,10,10,0.12,84,Green,MODERATE
Thailand,chiangrai,1350,2015,sarawut premjit,Arabica,Catimor,Natural / Dry,45,40,7.67,7.75,7.5,7.67,7.67,7.83,10,10,0.1,83.92,Bluish-Green,MODERATE
Colombia,huila,0,2015,federacion nacional de cafeteros,Arabica,Unknown,Washed / Wet,275,2,7.92,7.67,7.5,7.83,7.58,7.67,10,10,0,83.92,Unknown,MODERATE
Costa Rica,tarrazu,1850,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,275,69,7.67,7.67,7.75,7.67,7.5,7.75,10,10,0,83.83,Blue-Green,MODERATE
China,yunnan,1650,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.83,7.75,7.67,7.5,7.58,7.67,10,10,0.1,83.75,Green,MODERATE
China,yunnan,1100,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.67,7.58,7.58,7.58,7.67,7.75,10,10,0.1,83.58,Green,MODERATE
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.67,7.75,7.58,7.67,7.75,7.58,10,10,0.12,83.58,Green,MODERATE
Costa Rica,tarrazu,1850,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,245,69,7.92,7.42,7.5,7.67,7.5,7.67,10,10,0,83.5,Blue-Green,MODERATE
Colombia,huila,1775,2015,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,180,70,7.58,7.58,7.58,7.58,7.75,7.67,10,10,0.12,83.5,Green,MODERATE
"Tanzania, United Republic Of",nkure- meru,1400,2015,damari absalome,Arabica,Ruiru 11,Washed / Wet,5,60,7.75,7.67,7.58,7.67,7.67,7.58,10,10,0.13,83.5,Green,MODERATE
Indonesia,bener meriah,1500,2015,aulia arif syahri,Arabica,Sumatra,Semi-washed / Semi-pulped,200,30,7.25,7.67,7.58,7.92,7.83,7.58,10,10,0.13,83.5,Bluish-Green,MODERATE
Uganda,eastern,1800,2015,bugisu cooperative union,Arabica,SL14,Washed / Wet,20,1218,7.58,7.75,7.33,7.75,7.67,7.58,10,10,0.11,83.42,Green,MODERATE
Colombia,huila,442,2015,carcafe ltda ci,Arabica,Caturra,Natural / Dry,275,70,7.58,7.67,7.58,7.67,7.58,7.67,10,10,0.12,83.42,Green,MODERATE
Colombia,santander,1650,2015,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,275,70,7.67,7.75,7.42,7.83,7.83,7.42,10,10,0.11,83.33,Green,MODERATE
Costa Rica,tarrazu,0,2015,rodrigo soto,Arabica,Unknown,Washed / Wet,275,69,7.83,7.5,7.42,7.67,7.5,7.67,10,10,0.11,83.25,Unknown,MODERATE
Uganda,"sipi, mt elgon",0,2015,kawacom uganda ltd,Arabica,SL14,Washed / Wet,150,9000,7.5,7.67,7.67,7.42,7.67,7.67,10,10,0.12,83.25,Green,MODERATE
China,yunnan,1200,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.5,7.67,7.33,7.67,7.67,7.67,10,10,0.11,83.17,Green,MODERATE
China,dehong prefecture,1600,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.67,7.67,7.5,7.67,7.42,7.58,10,10,0.1,83.17,Green,MODERATE
Guatemala,antigua,1500,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,150,69,7.5,7.75,7.5,7.83,7.58,7.5,10,10,0.11,83.17,Green,MODERATE
Guatemala,oriente,1650,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,100,69,7.92,7.67,7.42,7.75,7.5,7.5,10,10,0.12,83.17,Green,MODERATE
Brazil,south of minas,905,2015,ipanema coffees,Arabica,Yellow Bourbon,Pulped natural / honey,320,60,7.58,7.58,7.58,7.5,7.67,7.58,10,10,0.11,83.08,Bluish-Green,MODERATE
Uganda,"kasese, mt. rwenzori",1473,2015,ucfa,Arabica,Bourbon,Washed / Wet,310,60,7.67,7.58,7.42,7.42,7.83,7.5,10,10,0.12,83,Green,MODERATE
Uganda,"kasese, mt. rwenzori",1645,2015,ucfa,Arabica,Bourbon,Natural / Dry,325,60,7.67,7.67,7.5,7.58,7.42,7.5,10,10,0.12,83,Green,MODERATE
Guatemala,nuevo oriente,1550,2015,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,275,69,7.67,7.75,7.33,7.92,7.42,7.5,10,10,0.11,83,Green,MODERATE
Guatemala,"el tumbador, san marcos",1371,2015,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,200,69,7.75,7.67,7.33,7.75,7.5,7.42,10,10,0.11,83,Green,MODERATE
Guatemala,antigua,1500,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.83,7.67,7.25,7.67,7.75,7.5,10,10,0.11,83,Green,MODERATE
Philippines,"bukidnon, mindanao, philppines",1200,2015,renee a. perrine,Arabica,Other,Washed / Wet,250,2,7.58,7.58,7.67,7.58,7.5,7.5,10,10,0.11,82.92,Blue-Green,MODERATE
Mexico,chiapas,1300,2015,andrew bowman,Arabica,Bourbon,Washed / Wet,275,2,7.75,7.67,7.42,7.42,7.75,7.5,10,10,0.12,82.92,Bluish-Green,MODERATE
Brazil,south of minas,905,2015,ipanema coffees,Arabica,Yellow Bourbon,Pulped natural / honey,320,60,7.67,7.58,7.58,7.5,7.5,7.42,10,10,0.11,82.83,Bluish-Green,MODERATE
Rwanda,gicumbi,1900,2015,samuel muhirwa,Arabica,Bourbon,Washed / Wet,150,60,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,0.11,82.83,Bluish-Green,MODERATE
Guatemala,oriente,1219,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69,7.58,7.58,7.33,7.67,7.67,7.5,10,10,0.11,82.83,Green,MODERATE
Brazil,south of minas,905,2015,ipanema coffees,Arabica,Yellow Bourbon,Pulped natural / honey,320,60,7.5,7.5,7.58,7.5,7.58,7.58,10,10,0.11,82.75,Bluish-Green,MODERATE
China,yunnan,1100,2015,yunnan coffee exchange,Arabica,Catimor,Natural / Dry,3,60,7.67,7.5,7.33,7.33,7.67,7.67,10,10,0.1,82.75,Green,MODERATE
China,menglian,1500,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.5,7.67,7.42,7.67,7.5,7.5,10,10,0.11,82.75,Green,MODERATE
Colombia,huila,0,2015,federacion nacional de cafeteros,Arabica,Unknown,Washed / Wet,1,2,7.75,7.5,7.33,7.58,7.33,7.75,10,10,0,82.67,Green,MODERATE
Indonesia,aceh,1250,2015,andry simarmata,Arabica,Typica,Semi-washed / Semi-pulped,150,2,7.83,7.58,7.42,7.33,7.42,7.5,10,10,0.13,82.58,Blue-Green,MODERATE
China,yunnan,1600,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,7.67,7.42,7.42,7.5,7.42,7.42,10,10,0.1,82.42,Green,MODERATE
Costa Rica,tarrazu,1850,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,100,69,7.75,7.5,7.25,7.25,7.42,7.67,10,10,0.1,82.33,Bluish-Green,MODERATE
Costa Rica,tarrazu,1550,2015,rodrigo soto,Arabica,Catuai,Washed / Wet,130,69,7.75,7.33,7.5,7.5,7.33,7.58,10,10,0,82.33,Green,MODERATE
China,xishuangbanna prefecture,1580,2015,yunnan coffee exchange,Arabica,Catimor,Pulped natural / honey,3,60,7.5,7.58,7.42,7.5,7.42,7.42,10,10,0.12,82.33,Green,MODERATE
Guatemala,huehuetenango,1676,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,275,69,7.5,7.42,7.17,7.83,7.5,7.5,10,10,0.1,82.33,Green,MODERATE
Honduras,marcala,1350,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.58,7.5,7.42,7.58,7.42,7.42,10,10,0.11,82.25,Green,MODERATE
Honduras,comayagua,1500,2015,bismarck castro,Arabica,Caturra,Washed / Wet,200,69,7.5,7.5,7.17,7.42,7.5,7.5,10,10,0.11,82.17,Bluish-Green,MODERATE
"Tanzania, United Republic Of",ruvuma,1650,2015,langiro farm group,Arabica,Bourbon,Washed / Wet,30,80,7.58,7.42,7.42,7.33,7.5,7.42,10,10,0.13,82.17,Green,MODERATE
Honduras,marcala,1350,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.67,7.5,7.25,7.42,7.58,7.42,10,10,0.11,82.17,Green,MODERATE
Costa Rica,tres rios,1300,2015,"cafetalera internacional cafinter, s.a.",Arabica,Caturra,Washed / Wet,275,350,7.75,7.42,7.42,7.25,7.17,7.42,10,10,0,82.08,Blue-Green,MODERATE
"Tanzania, United Republic Of",kilimanjaro,1650,2015,didas,Arabica,Other,Washed / Wet,2,80,7.67,7.33,7.33,7.42,7.42,7.42,10,10,0.13,82,Green,MODERATE
Laos,lao p.d.r.,1250,2015,minwook ku,Arabica,Other,Washed / Wet,1,2,7.42,7.5,7.25,7.33,7.5,7.5,10,10,0.12,82,Blue-Green,MODERATE
Indonesia,bali,1250,2015,aulia arif syahri,Arabica,Other,Other,166,30,7.75,7.83,7.58,7.75,7.92,7.83,10,10,0.11,81.83,Green,MODERATE
Guatemala,norte,3280,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,130,69,7.58,7.5,7.33,7.42,7.58,7.25,10,10,0.1,81.83,Green,MODERATE
Myanmar,ywar ngan,4001,2015,u mg mg,Arabica,Catuai,Washed / Wet,1,2,7.33,7.58,7.5,7.42,7.33,7.33,10,10,0,81.83,Green,MODERATE
Mexico,chiapas,1425,2015,viridiana,Arabica,Catuai,Washed / Wet,250,2,7.58,7.5,7.33,7.5,7.17,7.33,10,10,0.11,81.83,Green,MODERATE
Honduras,marcala,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.5,7.5,7.33,7.5,7.42,7.25,10,10,0.12,81.83,Green,MODERATE
Costa Rica,tres rios,1300,2015,"cafetalera internacional cafinter, s.a.",Arabica,Caturra,Washed / Wet,275,18975,7.67,7.5,7.5,7.25,7.08,7.42,10,10,0.09,81.83,Green,MODERATE
Costa Rica,turrialba,13,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,250,69,7.58,7.42,7.5,7.17,7.08,7.58,10,10,0.12,81.58,Green,MODERATE
Myanmar,ywar ngan township,1219,2015,genius coffee,Arabica,Catuai,Washed / Wet,1,1,7.25,7.42,7.25,7.5,7.33,7.33,10,10,0,81.5,Green,MODERATE
Honduras,marcala,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.5,7.33,7.17,7.25,7.5,7.42,10,10,0.12,81.42,Green,MODERATE
Honduras,marcala,1350,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.58,7.42,7.17,7.42,7.17,7.17,10,10,0.09,81.33,Green,MODERATE
Nicaragua,jinotega,1100,2015,"comercial internacional exportadora, s.a.",Arabica,Catuai,Washed / Wet,275,69,7.08,7.5,7.33,7.17,7.42,7.25,10,10,0.1,81.25,Green,MODERATE
Honduras,marcala,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.42,7.17,7.17,7.5,7.33,7.25,10,10,0.12,81.25,Green,MODERATE
Costa Rica,tres rios,1300,2015,"cafetalera internacional cafinter, s.a.",Arabica,Caturra,Washed / Wet,275,18975,7.5,7.5,7.33,7.17,7.08,7.17,10,10,0.11,81.17,Bluish-Green,MODERATE
Honduras,central region,1450,2015,Unknown,Arabica,Catuai,Natural / Dry,275,1,7.42,7.33,7,7.42,7.33,7.33,10,10,0.13,81.17,Green,MODERATE
Nicaragua,jinotega,1100,2015,rolando lacayo,Arabica,Other,Washed / Wet,275,69,7.33,7.33,7.33,7.42,7.33,7.33,10,10,0.11,81.08,Unknown,MODERATE
Guatemala,oriente,1219,2015,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.5,7.25,7,7.25,7.5,7.25,10,10,0.11,81,Green,MODERATE
Myanmar,pyinoolwin,1066,2015,min hlaing,Arabica,Other,Other,2,2,7.17,7.42,7,7.58,7.33,7,10,10,0,80.92,Unknown,MODERATE
Myanmar,ywar ngan,3825,2015,u soe,Arabica,Catuai,Washed / Wet,1,2,6.92,7.5,7,7.58,7.5,7.08,10,10,0,80.75,Green,MODERATE
Guatemala,huehuetenango,1706,2015,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.5,7.33,7,7.42,7.17,7.17,10,10,0.12,80.75,Green,MODERATE
Nicaragua,jinotega,110000,2015,"comercial internacional exportadora, s.a.",Arabica,Other,Washed / Wet,275,69,7.25,7.25,7.17,7.25,7.33,7.25,10,10,0.12,80.75,Green,MODERATE
Honduras,"siguatepeque, comayagua",1450,2015,bismarck castro,Arabica,Caturra,Natural / Dry,275,1,7.5,7.33,7,7.42,7.25,7.17,10,10,0.11,80.75,Green,MODERATE
Honduras,marcala,1350,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.42,7.17,7.08,7.42,7.25,7.25,10,10,0.09,80.75,Green,MODERATE
Honduras,central region,1450,2015,Unknown,Arabica,Catuai,Natural / Dry,275,1,7.25,7.33,7.08,7.5,7.25,7.33,10,10,0.13,80.75,Green,MODERATE
Indonesia,sumatra brastagi,1350,2015,aulia arif syahri,Arabica,Mandheling,Semi-washed / Semi-pulped,200,30,7.58,7.42,7,7.67,7.5,7.5,9.33,10,0.13,80.67,Blue-Green,MODERATE
Costa Rica,tarrazu,185,2015,"ceca, s.a.",Arabica,Caturra,Washed / Wet,240,1,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,0.11,80.67,Blue-Green,MODERATE
Myanmar,pyin oo lwin,3800,2015,shwe yin mar coffee,Arabica,Other,Washed / Wet,1,2,7.17,7.33,7.17,7.42,7.25,7.08,10,10,0,80.5,Green,MODERATE
Myanmar,"yauk sauk, shan state",914,2015,bob mccauley,Arabica,Other,Natural / Dry,2,2,8,7.08,7,7.33,7.08,6.92,10,10,0.11,80.25,Green,MODERATE
Nicaragua,jinotega,1187,2015,"exportadora atlantic, s.a.",Arabica,Caturra,Washed / Wet,275,2,7.17,7.08,7.08,7.33,7.25,7.08,10,10,0.11,80.17,Unknown,MODERATE
Honduras,marcala,1400,2015,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7.25,7.25,7,7.17,7.08,7.08,10,10,0.11,80.17,Green,MODERATE
Myanmar,"doe kwin, pyin oo lwin",3845,2015,ngu shwe li,Arabica,Other,Washed / Wet,1,2,7.17,7.33,7,7.42,7.17,7,10,10,0,80,Green,MODERATE
Colombia,huila,0,2015,federacion nacional de cafeteros,Arabica,Unknown,Washed / Wet,275,2,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,0,79.92,Green,LOW
Nicaragua,jinotega,1050,2015,cooperativa el gorrion r.l,Arabica,Caturra,Natural / Dry,275,69,6.92,6.92,7,7.42,7.25,7,10,10,0.12,79.5,Green,LOW
Guatemala,nuevo oriente,1550,2015,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,275,69,7.25,7.17,6.75,7.25,7,6.92,10,10,0.11,79.17,Green,LOW
India,chikmagalur,1000,2015,andrew hetzel,Robusta,Unknown,Unknown,300,2,7.92,7.83,7.92,8,7.83,7.92,10,7.83,0,83.25,Green,MODERATE
India,chikmagalur karnataka,1000,2015,nishant gurjer,Robusta,Other,Washed / Wet,320,60,7.67,7.75,7.58,7.83,7.83,8,10,7.92,0.09,82.5,Green,MODERATE
India,chikmagalur karnataka,1000,2015,nishant gurjer,Robusta,Other,Natural / Dry,320,60,7.67,7.83,7.75,7.5,7.75,7.58,10,7.75,0.11,81.58,Green,MODERATE
India,chikmagalur,1000,2015,andrew hetzel,Robusta,Unknown,Unknown,300,1,7.75,7.75,7.67,7.67,7.58,7.58,10,7.58,0,81.42,Green,MODERATE
Honduras,comayagua,1400,2016,bismarck castro,Arabica,Caturra,Unknown,275,69,8.17,8.08,8.08,8,8.08,8,10,10,0.1,86.67,Green,HIGH
Guatemala,nuevo oriente,0,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,80,69,7.92,8.08,7.92,8.08,8.08,7.83,10,10,0.1,85.92,Green,HIGH
Guatemala,oriente,0,2016,juan luis alvarado romero,Arabica,Bourbon,Unknown,250,69,8,7.92,7.75,8,7.92,7.83,10,10,0.1,85.25,Green,HIGH
Ethiopia,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",0,2016,seid damtew coffee planataion,Arabica,Other,Natural / Dry,320,19200,7.75,8,7.58,8,8,7.92,10,10,0.11,85.08,Green,HIGH
Uganda,eastern uganda,1800,2016,kyagalanyi coffee ltd,Arabica,SL14,Washed / Wet,200,60,8.17,7.92,7.75,7.75,7.67,7.75,10,10,0.11,85,Green,HIGH
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,135,70,8,7.92,7.75,7.92,7.75,7.83,10,10,0,85,Green,HIGH
Costa Rica,tarrazu,1900,2016,troy quimby,Arabica,Catuai,Washed / Wet,36,46,7.83,8,7.58,7.92,7.92,7.83,10,10,0.12,85,Green,HIGH
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,243,70,7.92,7.92,7.67,7.83,7.92,7.83,10,10,0,84.92,Unknown,MODERATE
Indonesia,"temanggung, indonesia",1200,2016,sanjava coffee,Arabica,Java,Washed / Wet,2,1,7.92,7.83,7.75,7.75,7.75,7.75,10,10,0.12,84.67,Green,MODERATE
Colombia,santander,1500,2016,racafe & cia s.c.a,Arabica,Other,Washed / Wet,250,70,7.83,7.67,7.58,7.92,7.67,7.83,10,10,0,84.58,Blue-Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,125,70,7.92,7.83,7.58,8,7.83,7.67,10,10,0,84.58,Green,MODERATE
Uganda,eastern uganda,1750,2016,ecom japan limited,Arabica,SL14,Washed / Wet,200,12000,7.92,7.75,7.67,7.75,7.83,7.75,10,10,0.11,84.5,Green,MODERATE
Honduras,comayagua,1500,2016,bismarck castro,Arabica,Caturra,Unknown,275,66,7.92,8,7.75,7.67,7.67,7.75,10,10,0.1,84.33,Green,MODERATE
Honduras,central region,1500,2016,bismarck castro,Arabica,Catuai,Washed / Wet,275,69,7.58,7.92,7.58,7.75,7.92,7.75,10,10,0.11,84.33,Green,MODERATE
Colombia,la plata,0,2016,racafe & cia s.c.a,Arabica,Unknown,Unknown,275,70,7.67,7.67,7.75,7.83,7.75,7.83,10,10,0,84.33,Unknown,MODERATE
Guatemala,antigua,1500,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,230,69,7.75,7.75,7.58,7.92,7.75,7.75,10,10,0.11,84.25,Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,250,70,7.83,7.75,7.58,7.67,7.75,7.83,10,10,0,84.17,Green,MODERATE
Costa Rica,tarrazu,1700,2016,wayner jimenez,Arabica,Caturra,Washed / Wet,150,69,7.92,7.75,7.67,7.67,7.5,7.67,10,10,0.09,84.17,Bluish-Green,MODERATE
Guatemala,huehuetenango,1116,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.75,7.75,7.58,8,7.67,7.83,10,10,0.11,84.17,Green,MODERATE
Guatemala,solola,1565,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,377,69,7.75,7.92,7.58,7.92,7.67,7.67,10,10,0.1,84.17,Green,MODERATE
Guatemala,norte,3280,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,130,69,7.58,7.83,7.58,7.83,7.83,7.67,10,10,0.1,84.17,Green,MODERATE
Guatemala,oriente,0,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,50,69,8,7.75,7.5,7.58,7.92,7.67,10,10,0.1,84.08,Green,MODERATE
Brazil,south of minas,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.58,7.67,7.67,7.75,7.58,7.83,10,10,0.11,83.92,Green,MODERATE
Colombia,huila,442,2016,carcafe ltda ci,Arabica,Unknown,Unknown,250,70,7.75,7.67,7.5,7.75,7.83,7.75,10,10,0.11,83.92,Green,MODERATE
Colombia,la plata,0,2016,almacafe,Arabica,Unknown,Unknown,226,70,7.75,7.58,7.5,7.83,7.75,7.92,10,10,0,83.92,Unknown,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Unknown,275,70,7.83,7.67,7.5,7.75,7.75,7.75,10,10,0,83.83,Green,MODERATE
Guatemala,antigua,1500,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,100,69,7.75,7.75,7.5,7.75,7.83,7.58,10,10,0.11,83.83,Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Unknown,Washed / Wet,275,70,7.92,7.75,7.5,7.67,7.75,7.5,10,10,0,83.75,Green,MODERATE
Honduras,comayagua,1400,2016,bismarck castro,Arabica,Caturra,Washed / Wet,285,69,7.5,7.5,7.67,7.67,8,8,10,10,0.1,83.67,Green,MODERATE
Nicaragua,jinotega,1250,2016,"comercial internacional exportadora, s.a.",Arabica,Caturra,Washed / Wet,275,69,7.67,7.75,7.67,7.67,7.83,7.58,10,10,0.1,83.67,Green,MODERATE
Brazil,south of minas,934,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.58,7.75,7.58,7.75,7.58,7.58,10,10,0.11,83.67,Green,MODERATE
Guatemala,huehuetenango,1128,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,275,69,7.75,7.75,7.5,7.83,7.58,7.58,10,10,0.11,83.58,Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.75,7.75,7.58,7.58,7.67,7.58,10,10,0.11,83.58,Green,MODERATE
Colombia,cundinamarca,1799,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,50,70,7.75,7.58,7.58,7.75,7.75,7.5,10,10,0,83.5,Bluish-Green,MODERATE
Colombia,pitalito,1000,2016,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70,7.75,7.58,7.58,7.5,7.75,7.75,10,10,0,83.5,Green,MODERATE
Guatemala,oriente,1219,2016,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.67,7.75,7.5,7.83,7.58,7.58,10,10,0.1,83.5,Bluish-Green,MODERATE
Colombia,huila,442,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,600,29,7.67,7.67,7.5,7.67,7.67,7.58,10,10,0.11,83.42,Green,MODERATE
Costa Rica,tarrazu,1850,2016,"ceca, s.a.",Arabica,Caturra,Washed / Wet,275,69,7.58,7.5,7.42,7.92,7.5,7.67,10,10,0.09,83.42,Blue-Green,MODERATE
Colombia,huila,1650,2016,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,275,70,7.75,7.5,7.75,7.58,7.58,7.58,10,10,0,83.33,Unknown,MODERATE
Colombia,guayata,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,130,70,7.67,7.58,7.58,7.42,7.67,7.75,10,10,0,83.33,Blue-Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.83,7.58,7.58,7.58,7.5,7.58,10,10,0,83.33,Green,MODERATE
Costa Rica,tarrazu,1900,2016,troy quimby,Arabica,Catuai,Pulped natural / honey,29,46,7.5,7.5,7.83,7.5,7.67,7.67,10,10,0.11,83.25,Green,MODERATE
Guatemala,nuevo oriente,2100,2016,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,275,0,7.5,7.58,7.42,7.83,7.67,7.58,10,10,0.11,83.25,Green,MODERATE
Brazil,campos altos - cerrado,0,2016,bourbon specialty coffees,Arabica,Unknown,Unknown,300,60,7.58,7.67,7.42,7.5,7.67,7.42,10,10,0.12,83.25,Green,MODERATE
"Tanzania, United Republic Of",moshi,168,2016,taylor winch (t) ltd,Arabica,Bourbon,Washed / Wet,320,60,7.67,7.58,7.42,7.67,7.67,7.58,10,10,0.12,83.17,Green,MODERATE
Guatemala,antigua,1500,2016,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,250,1500,7.67,7.75,7.42,7.75,7.58,7.5,10,10,0.11,83.17,Green,MODERATE
Honduras,marcala,1450,2016,cadexsa,Arabica,Catuai,Washed / Wet,275,69,7.67,7.67,7.5,7.67,7.5,7.67,10,10,0.11,83.17,Blue-Green,MODERATE
Colombia,cundinamarca,1799,2016,carcafe ltda ci,Arabica,Caturra,Washed / Wet,275,70,7.58,7.67,7.33,7.67,7.75,7.58,10,10,0,83.08,Green,MODERATE
Colombia,huila,0,2016,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,275,70,7.75,7.5,7.5,7.42,8,7.75,10,10,0,83.08,Green,MODERATE
Brazil,south of minas,894,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.5,7.58,7.58,7.67,7.58,7.5,10,10,0.11,83,Green,MODERATE
Brazil,south of minas,872,2016,ipanema coffees,Arabica,Bourbon,Natural / Dry,320,60,7.5,7.67,7.58,7.67,7.58,7.42,10,10,0.11,83,Bluish-Green,MODERATE
